VRAE:Work Refid,File Name [en],File Name [es],VRAE:Admin Cataloguer,VRAE:Work Agent,VRAE:Work Title,VRAE:Work Type [es],VRAE:Work Type [en],VRAE:Work Material [es],VRAE:Work Material [en],VRAE:Work Description [es],VRAE:Work Description [en],VRAE:Work Measurements,VRAE:Work Date,VRAE:Work Location,VRAE:GPSLatitude,VRAE:GPSLongitude,VRAE:Image Refid,VRAE:Image Relation,VRAE:Work Location Creation,VRAE:Work Cultural Context,VRAE:Work Style Period,VRAE:Collection Refid,VRAE:Image Rights,VRAE:Image Source,VRAE:Image Href [en],VRAE:Image Href [es],DC:Title,DC:Creator,DC:Subject [es],DC:Subject [en],DC:Description [es],DC:Description [en],DC:Publisher,DC:Contributor,DC:Coverage,DC:Date,DC:Type [es],DC:Type [en],DC:Format [es],DC:Format [en],DC:Copyright Notice,DC:Source,DC:Language [en],DC:Language [es],DC:Relation,DC:Identifier
w_1931,AR-MA-Bruzzone-Bianchic-Emilio-Wow-1931-00-EN.jpg,AR-MA-Bruzzone-Bianchic-Emilio-Wow-1931-00-ES.jpg,Martin Gersbach,"Bianchic, Emilio",Wow,libro [aat:300028051],books [aat:300028051],papel (producto de fibra) [aat:300014109]; tinta [aat:300015012],paper (fiber product) [aat:300014109]; ink [aat:300015012],Libro conteniendo reproducciones de fotografías tomadas por el artista,Book containing reproductions of photographs taken by the artist.,19 cm x 14 cm,2019 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_1931",-34.60,-58.38,i_1931-00,"imageOf w_1931, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Bianchic-Emilio-Wow-1931-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Bianchic-Emilio-Wow-1931-00-ES.jpg,Wow,Martin Gersbach; Museos Abiertos,libro [aat:300028051]; papel (producto de fibra) [aat:300014109]; tinta [aat:300015012]; Argentinean; Contemporary,books [aat:300028051]; paper (fiber product) [aat:300014109]; ink [aat:300015012]; Argentinean; Contemporary,Libro conteniendo reproducciones de fotografías tomadas por el artista,Book containing reproductions of photographs taken by the artist.,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,libro [aat:300028051],books [aat:300028051],papel (producto de fibra) [aat:300014109]; tinta [aat:300015012],paper (fiber product) [aat:300014109]; ink [aat:300015012],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_1931, Bruzzone Database",w_1931
w_1284,AR-MA-Bruzzone-Bianchic-Zaffaroni-Nailture-3-1284-00-EN.jpg,AR-MA-Bruzzone-Bianchic-Zaffaroni-Nailture-3-1284-00-ES.jpg,Martin Gersbach,"Bianchic, Emilio",Nailture #3,escultura (obra visual) [aat:300047090],sculpture (visual works) [aat:300047090],técnica mixta (material artístico) [aat:300163347],mixed media [aat:300163347],"Una mano con guante de lana y plush, recubierta con anillos, cadenas, uñas postizas, dijes, brillantes, piedras de acrílico rosado y un bolsito con billete de $100","A hand with wool glove and plush, covered with rings, chains, false nails, charms, rhinestones, pink acrylic stones and a purse with a $100 bill.",approximately 32 cm x 14 cm x 7 cm,2015 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_1284",-34.60,-58.38,i_1284-00,"imageOf w_1284, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Bianchic-Zaffaroni-Nailture-3-1284-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Bianchic-Zaffaroni-Nailture-3-1284-00-ES.jpg,Nailture #3,Martin Gersbach; Museos Abiertos,escultura (obra visual) [aat:300047090]; técnica mixta (material artístico) [aat:300163347]; Argentinean; Contemporary,sculpture (visual works) [aat:300047090]; mixed media [aat:300163347]; Argentinean; Contemporary,"Una mano con guante de lana y plush, recubierta con anillos, cadenas, uñas postizas, dijes, brillantes, piedras de acrílico rosado y un bolsito con billete de $100","A hand with wool glove and plush, covered with rings, chains, false nails, charms, rhinestones, pink acrylic stones and a purse with a $100 bill.",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,escultura (obra visual) [aat:300047090],sculpture (visual works) [aat:300047090],técnica mixta (material artístico) [aat:300163347],mixed media [aat:300163347],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_1284, Bruzzone Database",w_1284
w_1872,AR-MA-Bruzzone-Bimer-Adolfo-271-1872-00-EN.jpg,AR-MA-Bruzzone-Bimer-Adolfo-271-1872-00-ES.jpg,Martin Gersbach,"Bimer, Adolfo",271,impresión (estampa individual) [aat:300178549],impressions (prints) [aat:300178549],papel (producto de fibra) [aat:300014109],paper (fiber product) [aat:300014109],"Abstracciones de caras, con grafismos alrededor","Abstractions of faces, with graphics around them.",43 cm x 31 cm,2016 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_1872",-34.60,-58.38,i_1872-00,"imageOf w_1872, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Bimer-Adolfo-271-1872-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Bimer-Adolfo-271-1872-00-ES.jpg,271,Martin Gersbach; Museos Abiertos,impresión (estampa individual) [aat:300178549]; papel (producto de fibra) [aat:300014109]; Argentinean; Contemporary,impressions (prints) [aat:300178549]; paper (fiber product) [aat:300014109]; Argentinean; Contemporary,"Abstracciones de caras, con grafismos alrededor","Abstractions of faces, with graphics around them.",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,impresión (estampa individual) [aat:300178549],impressions (prints) [aat:300178549],papel (producto de fibra) [aat:300014109],paper (fiber product) [aat:300014109],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_1872, Bruzzone Database",w_1872
w_360,AR-MA-Bruzzone-Bizzio-Retrato-de-mujer-0360-00-EN.jpg,AR-MA-Bruzzone-Bizzio-Retrato-de-mujer-0360-00-ES.jpg,Martin Gersbach,"Bizzio, Sergio",Sin título. Retrato de mujer,impresión (estampa individual) [aat:300178549],impressions (prints) [aat:300178549],técnica mixta (material artístico) [aat:300163347]; papel (producto de fibra) [aat:300014109]; collage (técnica) [aat:300138699]; pintura (material) [aat:300015029]),mixed media [aat:300163347]; paper (fiber product) [aat:300014109]; collage (technique) [aat:300138699]; paint (coating) [aat:300015029]),Retrato de mujer con labios vaginales por boca,Portrait of woman with labia for mouth,28 cm x 40 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_360",-34.60,-58.38,i_0360-00,"imageOf w_360, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Bizzio-Retrato-de-mujer-0360-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Bizzio-Retrato-de-mujer-0360-00-ES.jpg,Sin título. Retrato de mujer,Martin Gersbach; Museos Abiertos,impresión (estampa individual) [aat:300178549]; técnica mixta (material artístico) [aat:300163347]; papel (producto de fibra) [aat:300014109]; collage (técnica) [aat:300138699]; pintura (material) [aat:300015029]); Argentinean; Contemporary,impressions (prints) [aat:300178549]; mixed media [aat:300163347]; paper (fiber product) [aat:300014109]; collage (technique) [aat:300138699]; paint (coating) [aat:300015029]); Argentinean; Contemporary,Retrato de mujer con labios vaginales por boca,Portrait of woman with labia for mouth,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,impresión (estampa individual) [aat:300178549],impressions (prints) [aat:300178549],técnica mixta (material artístico) [aat:300163347]; papel (producto de fibra) [aat:300014109]; collage (técnica) [aat:300138699]; pintura (material) [aat:300015029]),mixed media [aat:300163347]; paper (fiber product) [aat:300014109]; collage (technique) [aat:300138699]; paint (coating) [aat:300015029]),Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_360, Bruzzone Database",w_360
w_1475,AR-MA-Bruzzone-Blatt-mi-papa-me-decia-cuando-te-pique-un-ojo-rascate-el-otro-1475-00-EN.jpg,AR-MA-Bruzzone-Blatt-mi-papa-me-decia-cuando-te-pique-un-ojo-rascate-el-otro-1475-00-ES.jpg,Martin Gersbach,"Blatt, Mariano",mi papá me decía cuando te pique un ojo rascate el otro,fotografía [aat:300046300],photographs [aat:300046300],copia fotográfica [aat:300188795],copy prints [aat:300188795],Toma de pantalla de un hombre tapándose el ojo derecho con la palma de la mano y la frase del título al pié derecho,Screenshot of a man covering his right eye with the palm of his hand and the title phrase on the right foot.,10.5 cm x 14 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_1475",-34.60,-58.38,i_1475-00,"imageOf w_1475, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Blatt-mi-papa-me-decia-cuando-te-pique-un-ojo-rascate-el-otro-1475-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Blatt-mi-papa-me-decia-cuando-te-pique-un-ojo-rascate-el-otro-1475-00-ES.jpg,mi papá me decía cuando te pique un ojo rascate el otro,Martin Gersbach; Museos Abiertos,fotografía [aat:300046300]; copia fotográfica [aat:300188795]; Argentinean; Contemporary,photographs [aat:300046300]; copy prints [aat:300188795]; Argentinean; Contemporary,Toma de pantalla de un hombre tapándose el ojo derecho con la palma de la mano y la frase del título al pié derecho,Screenshot of a man covering his right eye with the palm of his hand and the title phrase on the right foot.,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,fotografía [aat:300046300],photographs [aat:300046300],copia fotográfica [aat:300188795],copy prints [aat:300188795],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_1475, Bruzzone Database",w_1475
w_475,AR-MA-Bruzzone-Blejman-Papel-Picado-0475-00-EN.jpg,AR-MA-Bruzzone-Blejman-Papel-Picado-0475-00-ES.jpg,Martin Gersbach,"Blejman, Verónica",Papel Picado,dibujo (obra visual) [aat:300033973],drawings (visual works) [aat:300033973],papel de dibujo [aat:300014157],drawing paper [aat:300014157],Mujer sentada con cinto rojo y bolsita de papel picado en la mano. Leyenda impresa del lado derecho,Seated woman with red sash and a small bag of papel picado in her hand. Printed legend on the right side,13 cm x 18 cm,2011 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_475",-34.60,-58.38,i_0475-00,"imageOf w_475, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Blejman-Papel-Picado-0475-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Blejman-Papel-Picado-0475-00-ES.jpg,Papel Picado,Martin Gersbach; Museos Abiertos,dibujo (obra visual) [aat:300033973]; papel de dibujo [aat:300014157]; Argentinean; Contemporary,drawings (visual works) [aat:300033973]; drawing paper [aat:300014157]; Argentinean; Contemporary,Mujer sentada con cinto rojo y bolsita de papel picado en la mano. Leyenda impresa del lado derecho,Seated woman with red sash and a small bag of papel picado in her hand. Printed legend on the right side,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,dibujo (obra visual) [aat:300033973],drawings (visual works) [aat:300033973],papel de dibujo [aat:300014157],drawing paper [aat:300014157],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_475, Bruzzone Database",w_475
w_419,AR-MA-Bruzzone-Bliman-Batman-0419-00-EN.jpg,AR-MA-Bruzzone-Bliman-Batman-0419-00-ES.jpg,Martin Gersbach,"Bliman, Giselle",Sin título. Batman,pintura al óleo (obra visual) [aat:300033799],oil paintings (visual works) [aat:300033799],pintura al óleo (material) [aat:300015050]; técnica mixta (material artístico) [aat:300163347]; collage (técnica) [aat:300138699]; lienzo (material) [aat:300014078]),oil paint (paint) [aat:300015050]; mixed media [aat:300163347]; collage (technique) [aat:300138699]; canvas (textile material) [aat:300014078]),"Imagen de una mujer, Batman y pared de fondo","Image of a woman, Batman and wall in the background",18 cm x 24 cm,2003 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_419",-34.60,-58.38,i_0419-00,"imageOf w_419, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Bliman-Batman-0419-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Bliman-Batman-0419-00-ES.jpg,Sin título. Batman,Martin Gersbach; Museos Abiertos,pintura al óleo (obra visual) [aat:300033799]; pintura al óleo (material) [aat:300015050]; técnica mixta (material artístico) [aat:300163347]; collage (técnica) [aat:300138699]; lienzo (material) [aat:300014078]); Argentinean; Contemporary,oil paintings (visual works) [aat:300033799]; oil paint (paint) [aat:300015050]; mixed media [aat:300163347]; collage (technique) [aat:300138699]; canvas (textile material) [aat:300014078]); Argentinean; Contemporary,"Imagen de una mujer, Batman y pared de fondo","Image of a woman, Batman and wall in the background",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,pintura al óleo (obra visual) [aat:300033799],oil paintings (visual works) [aat:300033799],pintura al óleo (material) [aat:300015050]; técnica mixta (material artístico) [aat:300163347]; collage (técnica) [aat:300138699]; lienzo (material) [aat:300014078]),oil paint (paint) [aat:300015050]; mixed media [aat:300163347]; collage (technique) [aat:300138699]; canvas (textile material) [aat:300014078]),Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_419, Bruzzone Database",w_419
w_511,AR-MA-Bruzzone-Bliman-Save-Me-0511-00-EN.jpg,AR-MA-Bruzzone-Bliman-Save-Me-0511-00-ES.jpg,Martin Gersbach,"Bliman, Giselle",Save Me,vestuario [aat:300178802],costume (mode of fashion) [aat:300178802],tejido (material textil) [aat:300162391],cloth [aat:300162391],Traje de Superman,Superman Costume,approximately 180 cm x 65,2003 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_511",-34.60,-58.38,i_0511-00,"imageOf w_511, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Bliman-Save-Me-0511-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Bliman-Save-Me-0511-00-ES.jpg,Save Me,Martin Gersbach; Museos Abiertos,vestuario [aat:300178802]; tejido (material textil) [aat:300162391]; Argentinean; Contemporary,costume (mode of fashion) [aat:300178802]; cloth [aat:300162391]; Argentinean; Contemporary,Traje de Superman,Superman Costume,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,vestuario [aat:300178802],costume (mode of fashion) [aat:300178802],tejido (material textil) [aat:300162391],cloth [aat:300162391],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_511, Bruzzone Database",w_511
w_868,AR-MA-Bruzzone-Bohtlingk-Crimen-y-castigo-0868-00-EN.jpg,AR-MA-Bruzzone-Bohtlingk-Crimen-y-castigo-0868-00-ES.jpg,Martin Gersbach,"Bohtlingk, Florencia",Crimen y castigo,pintura al óleo (obra visual) [aat:300033799],oil paintings (visual works) [aat:300033799],pintura al óleo (material) [aat:300015050]; lienzo (material) [aat:300014078],oil paint (paint) [aat:300015050]; canvas (textile material) [aat:300014078],"Un hombre con las piernas cruzadas, leyendo un libro, con un gato y de fondo un cuadro de una cascada","A man with his legs crossed, reading a book, with a cat and a picture of a waterfall in the background.",151 cm x 99 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_868",-34.60,-58.38,i_0868-00,"imageOf w_868, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Bohtlingk-Crimen-y-castigo-0868-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Bohtlingk-Crimen-y-castigo-0868-00-ES.jpg,Crimen y castigo,Martin Gersbach; Museos Abiertos,pintura al óleo (obra visual) [aat:300033799]; pintura al óleo (material) [aat:300015050]; lienzo (material) [aat:300014078]; Argentinean; Contemporary,oil paintings (visual works) [aat:300033799]; oil paint (paint) [aat:300015050]; canvas (textile material) [aat:300014078]; Argentinean; Contemporary,"Un hombre con las piernas cruzadas, leyendo un libro, con un gato y de fondo un cuadro de una cascada","A man with his legs crossed, reading a book, with a cat and a picture of a waterfall in the background.",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,pintura al óleo (obra visual) [aat:300033799],oil paintings (visual works) [aat:300033799],pintura al óleo (material) [aat:300015050]; lienzo (material) [aat:300014078],oil paint (paint) [aat:300015050]; canvas (textile material) [aat:300014078],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_868, Bruzzone Database",w_868
w_839,AR-MA-Bruzzone-Bohtlingk-Hojas-verdes-0839-00-EN.jpg,AR-MA-Bruzzone-Bohtlingk-Hojas-verdes-0839-00-ES.jpg,Martin Gersbach,"Bohtlingk, Florencia",Sin título - Hojas verdes,serigrafía [aat:300053281],screen printing [aat:300053281],papel (producto de fibra) [aat:300014109],paper (fiber product) [aat:300014109],Plantas con hojas verdes de diferentes formas,Plants with green leaves of different shapes,80 cm x 80 cm,2013 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_839",-34.60,-58.38,i_0839-00,"imageOf w_839, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Bohtlingk-Hojas-verdes-0839-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Bohtlingk-Hojas-verdes-0839-00-ES.jpg,Sin título - Hojas verdes,Martin Gersbach; Museos Abiertos,serigrafía [aat:300053281]; papel (producto de fibra) [aat:300014109]; Argentinean; Contemporary,screen printing [aat:300053281]; paper (fiber product) [aat:300014109]; Argentinean; Contemporary,Plantas con hojas verdes de diferentes formas,Plants with green leaves of different shapes,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,serigrafía [aat:300053281],screen printing [aat:300053281],papel (producto de fibra) [aat:300014109],paper (fiber product) [aat:300014109],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_839, Bruzzone Database",w_839
w_730,AR-MA-Bruzzone-Bohtlingk-La-orilla-del-rio-0730-00-EN.jpg,AR-MA-Bruzzone-Bohtlingk-La-orilla-del-rio-0730-00-ES.jpg,Martin Gersbach,"Bohtlingk, Florencia",La orilla del río,acuarela (obra visual) [aat:300078925],aquarelles (paintings) [aat:300404216],papel de dibujo [aat:300014157]; acuarela [aat:300015045],drawing paper [aat:300014157]; watercolor [aat:300015045],Abstracción de un bosque y un río,Abstraction of a forest and a river,23.5 cm x 32 cm,2011 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_730",-34.60,-58.38,i_0730-00,"imageOf w_730, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Bohtlingk-La-orilla-del-rio-0730-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Bohtlingk-La-orilla-del-rio-0730-00-ES.jpg,La orilla del río,Martin Gersbach; Museos Abiertos,acuarela (obra visual) [aat:300078925]; papel de dibujo [aat:300014157]; acuarela [aat:300015045]; Argentinean; Contemporary,aquarelles (paintings) [aat:300404216]; drawing paper [aat:300014157]; watercolor [aat:300015045]; Argentinean; Contemporary,Abstracción de un bosque y un río,Abstraction of a forest and a river,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,acuarela (obra visual) [aat:300078925],aquarelles (paintings) [aat:300404216],papel de dibujo [aat:300014157]; acuarela [aat:300015045],drawing paper [aat:300014157]; watercolor [aat:300015045],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_730, Bruzzone Database",w_730
